Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,WHIP,BABIP,FIP,xFIP,GB%,FB%,SwStr%,PlayerId
Will Watson,NYM,"A,A+,AA",22,3,9,2.60,28,23,0,0,1,0,,121.1,499,88,39,58,6,7,2,142,10.53,4.30,2.45,0.59,28.5,11.6,16.8,1.20,0.281,3.53,3.43,46.0,29.8,12.6,sa3025592
Christian Becerra,MIN,"A,CPX",22,3,2,2.85,15,9,0,0,0,0,,53.2,219,45,20,16,1,2,3,35,5.87,2.68,2.19,0.17,16.0,7.3,8.7,1.14,0.265,3.44,4.37,39.3,37.4,11.7,sa3025606
Cam Caminiti,ATL,"A,CPX",18,2,4,3.09,17,17,1,0,0,0,,70,295,60,28,28,4,7,5,90,11.57,3.60,3.21,0.64,30.5,9.5,21.0,1.26,0.327,3.30,2.92,52.4,28.6,13.6,sa3025607
Tyler Stasiowski,MIN,A,23,2,1,6.70,35,0,0,0,1,1,,47,222,61,40,22,2,8,1,45,8.62,4.21,2.05,0.96,20.3,9.9,10.4,1.77,0.378,4.55,4.26,37.8,33.1,10.7,sa3025608
Ryan Lambert,NYM,"A+,AA",22,2,1,1.62,46,0,0,0,7,2,,50,205,31,10,27,3,3,1,81,14.58,4.86,3.00,0.18,39.5,13.2,26.3,1.16,0.323,2.13,2.86,27.8,47.8,18.5,sa3025613
Eric Loomis,TEX,"A,A+,AA",23,3,0,2.77,39,0,0,0,7,1,,52,220,30,16,25,12,3,0,84,14.54,4.33,3.36,0.35,38.2,11.4,26.8,1.06,0.289,2.84,2.93,43.0,32.3,13.0,sa3025615
Aidan Foeller,LAD,"A,A+",23,4,4,4.65,26,22,0,0,0,0,,98.2,454,80,62,74,12,10,2,139,12.68,6.75,1.88,0.73,30.6,16.3,14.3,1.56,0.326,4.80,4.43,44.3,34.8,13.9,sa3025616
Twine Palmer,BAL,A,20,2,2,4.35,18,13,0,0,0,0,,62,273,51,36,33,5,7,1,64,9.29,4.79,1.94,0.29,23.4,12.1,11.4,1.35,0.290,3.76,4.02,47.9,31.9,13.3,sa3025618
Josh Hartle,CLE,"A+,AA",22,10,3,2.54,24,24,0,0,0,0,,113.1,459,85,37,39,10,2,1,107,8.50,3.10,2.74,0.16,23.3,8.5,14.8,1.09,0.276,3.04,3.30,62.0,19.2,11.8,sa3025623
Frank Elissalt,STL,"A,A+",23,4,7,3.41,24,10,0,0,0,0,,66,264,42,27,29,3,6,4,71,9.68,3.95,2.45,0.68,26.9,11.0,15.9,1.08,0.237,3.80,3.78,31.4,39.1,12.4,sa3025634
Channing Austin,NYM,"A,A+",23,2,4,4.38,21,12,0,0,2,0,,74,336,68,42,45,9,5,2,69,8.39,5.47,1.53,0.24,20.5,13.4,7.1,1.53,0.313,4.22,4.95,39.6,36.7,11.0,sa3025635
Hoss Brewer,NYM,"A,A+",24,3,0,2.09,40,1,0,0,9,3,,56,228,51,20,14,2,4,0,58,9.32,2.25,4.14,0.16,25.4,6.1,19.3,1.16,0.327,2.48,3.07,43.7,28.5,15.1,sa3025636
Tommy Molsky,KCR,A+,22,3,2,3.03,40,0,0,0,1,4,,62.1,264,49,25,29,8,9,3,74,10.68,4.19,2.55,0.14,28.0,11.0,17.0,1.25,0.316,3.02,3.55,44.5,32.2,11.4,sa3025642
Carson Dorsey,BAL,"A,CPX",22,2,2,4.06,12,11,0,0,0,0,,44.1,184,34,25,20,1,6,0,58,11.77,4.06,2.90,0.20,31.5,10.9,20.7,1.22,0.317,2.67,3.01,43.3,33.7,14.2,sa3025643
Sebastian Gongora,BAL,"A,A+",23,2,4,5.00,22,20,0,0,0,0,,68.1,299,62,42,36,2,9,2,86,11.33,4.74,2.39,0.53,28.8,12.0,16.7,1.43,0.339,3.36,3.39,48.3,31.4,14.4,sa3025644
Hunter Hodges,NYM,"A,A+",22,2,2,2.77,37,0,0,0,5,3,,52,235,34,17,41,5,11,0,73,12.63,7.10,1.78,0.17,31.1,17.4,13.6,1.44,0.287,3.60,3.92,54.0,24.8,17.3,sa3025645
Jake Jekielek,TEX,A,22,7,2,5.15,34,0,0,0,0,2,,43.2,210,38,31,31,8,4,0,45,9.27,6.39,1.45,0.21,21.4,14.8,6.7,1.58,0.296,4.49,4.81,44.2,28.3,9.7,sa3025646
Chandler Marsh,NYM,"A,A+",22,4,1,2.42,42,0,0,0,3,1,,52,206,25,14,20,4,2,0,63,10.90,3.46,3.15,0.17,30.6,9.7,20.9,0.87,0.203,2.64,3.19,47.4,34.2,15.5,sa3025652
Nick Brink,MIA,"A,A+",23,8,4,3.02,23,22,0,0,0,0,,113.1,479,107,45,41,2,6,1,86,6.83,3.26,2.10,0.48,18.0,8.6,9.4,1.31,0.294,3.75,4.10,44.0,34.7,9.3,sa3025653
Luke Lashutka,MIA,"A,A+",23,8,5,2.17,26,12,0,0,1,0,,70.2,275,45,19,20,4,2,2,72,9.17,2.55,3.60,0.51,26.2,7.3,18.9,0.92,0.234,3.20,3.42,40.9,37.5,14.5,sa3025655
Dylan Ross,NYM,"A+,AA,AAA",24,2,0,2.17,49,0,0,0,7,2,,54,224,29,19,33,1,6,0,80,13.33,5.50,2.42,0.67,35.7,14.7,21.0,1.15,0.236,3.32,3.25,54.8,31.7,18.7,sa3025659
Preston Howey,DET,A+,23,6,4,3.19,32,9,0,0,4,1,,62,248,44,22,27,3,1,0,48,6.97,3.92,1.78,0.44,19.4,10.9,8.5,1.15,0.246,3.94,4.16,39.9,32.1,10.8,sa3025660
Ethan Bagwell,ATL,"A,CPX",19,1,6,3.05,13,12,0,0,0,0,,59,232,42,25,19,5,3,0,45,6.86,2.90,2.37,0.61,19.4,8.2,11.2,1.03,0.239,4.15,4.01,47.5,34.4,9.0,sa3025661
Chandler Welch,MIL,"A,A+",22,0,5,5.87,12,12,0,0,0,0,,53.2,250,63,37,37,3,1,0,39,6.54,6.20,1.05,1.01,15.6,14.8,0.8,1.86,0.345,5.71,5.44,36.7,41.4,8.3,sa3025667
Garrett Gainey,TBR,"A,A+,AA,AAA",25,7,5,3.39,34,12,0,0,0,1,,87.2,347,68,35,21,5,4,0,81,8.32,2.16,3.86,0.62,23.3,6.1,17.3,1.02,0.265,3.33,3.64,37.0,40.9,13.6,sa3025668
Matt Ager,PIT,A,22,2,6,4.86,22,19,0,0,0,0,,76,357,78,52,47,9,3,0,50,5.92,5.57,1.06,0.83,14.0,13.2,0.8,1.64,0.291,5.64,5.54,43.4,32.6,7.5,sa3025798
Blake Aita,BOS,"A,A+",22,5,7,3.98,23,19,0,0,0,0,,115.1,463,91,58,30,4,3,2,99,7.73,2.34,3.30,1.01,21.4,6.5,14.9,1.05,0.246,4.10,3.61,43.8,36.7,11.3,sa3025822
Dash Albus,KCR,A,22,9,2,3.54,40,2,0,0,6,1,,61,260,59,25,23,5,6,1,59,8.70,3.39,2.57,0.59,22.7,8.8,13.8,1.34,0.325,3.87,3.87,39.4,38.2,13.9,sa3025855
Chase Allsup,BAL,"A,A+",22,3,13,5.33,25,23,0,0,0,1,,99.2,456,86,70,72,9,11,0,102,9.21,6.50,1.42,0.27,22.4,15.8,6.6,1.59,0.307,4.34,4.56,46.9,28.2,12.5,sa3025950
Ryan Andrade,TBR,A,22,11,5,2.87,23,23,0,0,0,0,,119,491,100,46,47,4,7,0,90,6.81,3.55,1.91,0.38,18.3,9.6,8.8,1.24,0.275,3.89,4.25,37.7,39.5,12.5,sa3026078
Evan Aschenbeck,CHC,"A,A+",24,5,4,2.39,19,15,1,0,0,0,,94.1,383,86,28,22,4,0,1,72,6.87,2.10,3.27,0.48,18.8,5.7,13.1,1.14,0.289,3.42,3.78,41.4,37.1,12.9,sa3026253
Brooks Auger,LAD,A+,23,3,8,5.12,22,17,0,0,2,0,,91.1,398,94,59,41,6,6,0,61,6.01,4.04,1.49,0.79,15.3,10.3,5.0,1.48,0.305,4.75,4.77,43.1,37.5,9.1,sa3026300
Kyle Ayers,ARI,"A,A+,CPX",22,1,0,2.93,18,3,0,0,0,1,,30.2,126,25,12,11,0,5,0,31,9.10,3.23,2.82,0.00,24.6,8.7,15.9,1.17,0.298,3.08,3.67,53.7,22.0,10.8,sa3026337
Isaac Ayon,LAD,"A,CPX",23,1,3,3.98,17,15,0,0,0,0,,40.2,172,39,23,18,2,2,1,41,9.07,3.98,2.28,0.89,23.8,10.5,13.4,1.40,0.327,5.07,4.58,45.3,34.0,14.3,sa3026340
Tanner Bauman,NYY,A,23,4,7,7.91,25,7,0,0,0,2,,60.1,303,63,59,55,9,11,3,60,8.95,8.20,1.09,0.45,19.8,18.2,1.7,1.96,0.341,5.39,5.49,55.0,25.1,9.3,sa3026750
Drew Beam,KCR,A+,22,7,10,3.83,26,26,0,0,0,0,,131.2,536,127,72,30,6,7,1,110,7.52,2.05,3.67,0.55,20.5,5.6,14.9,1.19,0.312,3.35,3.43,47.3,30.5,9.7,sa3026785
Josh Blum,NYM,"A,A+",22,5,0,3.41,35,0,0,0,5,0,,58,248,53,24,22,2,6,1,51,7.91,3.41,2.32,0.47,20.6,8.9,11.7,1.29,0.294,3.63,4.17,39.2,38.6,11.9,sa3027287
Alex Bouchard,BOS,"A,CPX",21,0,2,5.16,10,8,0,0,0,0,,22.2,114,22,17,26,2,3,1,17,6.75,10.32,0.65,0.00,14.9,22.8,-7.9,2.12,0.319,5.78,6.49,44.8,29.9,8.5,sa3027439
Brody Brecht,COL,"A,CPX",22,1,5,2.51,20,20,0,0,0,0,,61,263,48,19,35,3,5,3,95,14.02,5.16,2.71,0.30,36.1,13.3,22.8,1.36,0.359,3.23,3.25,55.0,24.0,17.8,sa3027632
Sam Brodersen,STL,A,23,2,5,5.91,36,0,0,0,2,2,,45.2,214,43,38,39,1,8,3,59,11.63,7.69,1.51,0.79,27.6,18.2,9.3,1.80,0.351,4.73,4.38,33.9,30.4,15.4,sa3027731
Steven Brooks,BOS,A,22,3,6,5.29,16,16,0,0,0,0,,63,277,50,38,42,4,8,0,62,8.86,6.00,1.48,0.71,22.4,15.2,7.2,1.46,0.274,4.83,4.48,45.8,32.5,10.3,sa3027770
Dawson Brown,ARI,"A,A+",24,3,2,3.60,37,0,0,0,3,1,,45,204,39,21,30,7,11,1,46,9.20,6.00,1.53,0.00,22.5,14.7,7.8,1.53,0.322,4.10,4.80,55.5,21.8,10.7,sa3027812
Ryan Brown,LAD,"A,A+",22,2,5,5.81,37,0,0,0,0,1,,48,223,30,35,47,0,17,0,92,17.25,8.81,1.96,0.37,41.3,21.1,20.2,1.60,0.341,3.57,3.58,43.2,37.0,21.2,sa3027877
Gavin Bruni,WSN,A,22,3,1,3.80,17,0,0,0,0,0,,23.2,107,18,13,23,0,6,0,35,13.31,8.75,1.52,0.38,32.7,21.5,11.2,1.73,0.354,4.08,4.31,34.7,46.9,13.4,sa3027900
Ryan Bruno,ARI,"A,CPX",23,4,1,3.19,24,0,0,0,3,2,,36.2,155,20,14,30,3,3,0,52,12.76,7.36,1.73,0.25,33.5,19.4,14.2,1.36,0.275,4.28,4.57,42.6,39.7,18.0,sa3027909
Mason Burns,STL,"A,A+,AA",23,4,1,3.39,40,0,0,0,7,4,,58.1,246,41,27,31,2,8,2,79,12.19,4.78,2.55,0.77,32.1,12.6,19.5,1.23,0.279,3.58,3.23,45.0,34.1,14.7,sa3028089
Clark Candiotti,SDP,A+,24,1,7,5.77,17,17,0,0,0,0,,48.1,225,49,37,31,5,3,0,65,12.10,5.77,2.10,0.74,28.9,13.8,15.1,1.66,0.375,4.03,3.90,40.5,38.8,15.5,sa3028358
Will Cannon,CIN,"A,A+,AA",21,2,4,3.41,37,0,0,0,3,3,,58,241,39,25,31,3,3,1,58,9.00,4.81,1.87,0.93,24.1,12.9,11.2,1.21,0.231,4.55,4.14,49.0,36.7,14.0,sa3028369
Brooks Caple,CHC,"A,A+",22,6,9,4.48,21,21,0,0,0,0,,98.1,428,99,57,43,3,3,1,74,6.77,3.94,1.72,0.55,17.3,10.0,7.2,1.44,0.308,4.16,4.36,43.3,35.0,10.0,sa3028388
Greysen Carter,NYY,"A,CPX",22,3,6,5.43,15,13,0,0,0,0,,54.2,273,41,41,67,4,22,4,49,8.07,11.03,0.73,0.16,17.9,24.5,-6.6,1.98,0.263,5.90,6.39,53.7,29.3,9.8,sa3028529
Austin Cates,TOR,"A,A+",22,8,3,3.12,25,23,0,0,1,0,,109.2,430,83,38,33,0,5,1,113,9.27,2.71,3.42,0.82,26.3,7.7,18.6,1.06,0.266,3.55,3.54,33.9,40.7,12.7,sa3028648
Everett Catlett,COL,"A,A+",22,7,8,3.71,30,21,0,0,0,0,,133.1,571,131,66,49,9,9,1,134,9.05,3.31,2.73,0.47,23.5,8.6,14.9,1.35,0.333,3.77,4.12,44.6,33.5,13.2,sa3028650
A.J. Causey,KCR,"A+,AA",22,11,5,1.72,48,0,0,0,9,3,,73.1,283,48,16,18,4,4,1,75,9.20,2.21,4.17,0.00,26.5,6.4,20.1,0.90,0.258,2.28,3.17,44.5,31.9,14.9,sa3028661
Jurrangelo Cijntje,SEA,"A+,AA",22,5,7,3.99,26,23,0,0,0,0,,108.1,459,81,50,51,15,12,0,120,9.97,4.24,2.35,1.25,26.1,11.1,15.0,1.22,0.256,4.86,4.23,45.9,34.4,11.8,sa3028930
Cade Citelli,TBR,"A,A+",23,1,2,3.91,39,0,0,0,3,2,,50.2,210,35,28,27,3,4,0,62,11.01,4.80,2.30,0.89,29.5,12.9,16.7,1.22,0.265,4.13,3.74,38.1,45.1,13.0,sa3028952
Javen Coleman,TOR,"A,A+",23,2,1,3.00,38,0,0,0,6,1,,54,223,38,21,23,2,3,1,85,14.17,3.83,3.70,0.50,38.1,10.3,27.8,1.13,0.318,2.46,2.92,35.1,45.9,17.8,sa3029151
Dennis Colleran,KCR,"A,A+,AA",21,9,0,2.85,44,0,0,0,3,3,,66.1,266,36,28,34,6,9,0,72,9.77,4.61,2.12,0.54,27.1,12.8,14.3,1.06,0.213,3.91,3.93,40.8,38.8,13.2,sa3029168
Nick Conte,KCR,A,23,0,1,5.84,36,0,0,0,2,1,,44.2,222,47,33,39,3,11,0,59,11.89,7.86,1.51,0.40,26.6,17.6,9.0,1.93,0.378,4.33,4.27,50.0,24.2,11.0,sa3029280
Kaleb Corbett,TBR,A,23,3,2,5.23,29,0,0,0,2,5,,41.1,185,41,26,20,2,4,1,45,9.80,4.35,2.25,0.44,24.3,10.8,13.5,1.48,0.336,3.62,3.36,57.0,16.7,11.5,sa3029367
Chris Cortez,LAA,A+,22,3,8,4.28,26,26,0,0,0,0,,113.2,513,94,64,84,6,17,1,114,9.03,6.65,1.36,0.40,22.2,16.4,5.8,1.57,0.293,4.39,4.55,61.8,19.6,11.4,sa3029417
Jack Crowder,BAL,"A,A+",22,1,5,5.40,20,4,0,0,4,0,,75,320,72,46,27,4,5,0,83,9.96,3.24,3.07,0.48,25.9,8.4,17.5,1.32,0.337,3.24,3.22,45.0,28.2,11.6,sa3029607
Bryce Cunningham,NYY,A+,22,5,3,2.82,12,11,0,0,0,0,,54.1,220,42,20,19,3,1,0,55,9.11,3.15,2.89,0.66,25.0,8.6,16.4,1.12,0.273,3.54,3.70,42.1,40.0,13.4,sa3029687
Braden Davis,STL,"A,A+",22,5,3,2.85,25,22,0,0,0,0,,110.1,453,58,39,75,5,6,0,153,12.48,6.12,2.04,0.33,33.8,16.6,17.2,1.21,0.250,3.37,3.59,44.9,36.6,17.0,sa3029886
Tyler Davis,KCR,"A,A+",23,4,2,3.54,28,1,0,0,0,3,,48.1,206,42,22,24,1,2,1,48,8.94,4.47,2.00,0.37,23.3,11.7,11.7,1.37,0.305,3.53,3.72,38.8,30.6,11.6,sa3029944
Jaron DeBerry,MIL,"A,A+,AA",22,4,5,4.38,22,19,0,0,0,0,,100.2,427,100,51,31,5,1,3,102,9.12,2.77,3.29,0.98,23.9,7.3,16.6,1.30,0.320,3.81,3.39,43.5,35.4,10.7,sa3029984
Brandon Decker,NYY,"A,A+",22,3,6,3.61,25,17,0,0,0,0,,84.2,379,75,43,42,9,4,1,92,9.78,4.46,2.19,0.32,24.3,11.1,13.2,1.38,0.309,3.58,3.99,40.6,31.5,12.3,sa3030001
Ryan Degges,PHI,A,22,3,2,3.89,22,18,0,0,0,1,,81,354,75,40,50,3,8,0,72,8.00,5.56,1.44,1.00,20.3,14.1,6.2,1.54,0.300,5.18,4.88,38.1,38.9,11.0,sa3030027
Nate Dohm,STL,"A,A+",22,3,7,3.24,23,22,0,0,0,0,,75,323,67,35,32,3,6,0,90,10.80,3.84,2.81,0.84,27.9,9.9,18.0,1.32,0.314,3.67,3.38,40.6,34.4,12.2,sa3030418
Jason Doktorczyk,MIN,A,22,3,6,5.00,21,12,0,0,0,0,,86.1,391,88,59,29,14,8,0,88,9.17,3.02,3.03,1.15,22.5,7.4,15.1,1.36,0.309,4.66,4.27,35.5,41.4,12.8,sa3030419
Brandon Downer,BAL,"A,CPX",22,2,1,3.67,10,7,0,0,1,0,,41.2,175,34,21,13,2,1,1,35,7.56,2.81,2.69,0.43,20.0,7.4,12.6,1.13,0.260,3.59,3.59,52.9,26.4,11.0,sa3030530
Daniel Eagen,ARI,"A+,AA",22,7,8,2.99,23,23,0,0,0,0,,117.1,472,79,49,52,1,13,1,153,11.74,3.99,2.94,0.92,32.4,11.0,21.4,1.12,0.264,3.53,3.43,43.7,39.9,15.7,sa3030728
Greg Farone,SFG,"A,A+",23,6,3,4.00,23,23,0,0,0,0,,105.2,448,94,51,40,3,1,2,121,10.31,3.41,3.03,0.94,27.0,8.9,18.1,1.27,0.304,4.00,3.67,41.1,32.6,11.7,sa3031164
Jack Findlay,STL,"A,A+",22,2,5,4.90,33,0,0,0,1,3,,60.2,274,54,41,41,3,7,0,67,9.94,6.08,1.63,0.30,24.5,15.0,9.5,1.57,0.323,3.92,4.36,43.7,31.6,12.7,sa3031334
Ethan Flanagan,CHC,"A,CPX",23,6,2,2.14,14,14,1,1,0,0,,63,253,47,15,24,3,4,0,64,9.14,3.43,2.67,0.14,25.3,9.5,15.8,1.13,0.286,3.13,3.61,43.3,33.8,11.1,sa3031428
Ty Floyd,CIN,A,23,0,1,3.25,8,8,0,0,0,0,,27.2,109,14,12,11,3,0,3,31,10.08,3.58,2.82,1.30,28.4,10.1,18.3,0.90,0.167,4.70,4.27,30.2,60.3,10.9,sa3031488
Brooks Fowler,TEX,"A,A+,CPX",22,3,2,2.88,16,12,0,0,0,0,,59.1,247,54,20,25,1,0,0,56,8.49,3.79,2.24,0.30,22.7,10.1,12.6,1.33,0.319,3.47,3.57,50.9,21.1,11.4,sa3031592
Phil Fox,CHW,"A+,AA",22,2,3,3.25,46,0,0,0,11,4,,63.2,259,48,25,14,3,1,1,78,11.03,1.98,5.57,0.71,30.1,5.4,24.7,0.97,0.270,2.75,3.02,36.3,48.4,13.2,sa3031609
Hayden Frank,CHC,A,22,2,4,7.23,13,12,0,0,0,0,,56,257,75,48,25,1,6,0,43,6.91,4.02,1.72,0.96,16.7,9.7,7.0,1.79,0.379,4.82,4.32,41.4,33.3,8.5,sa3031647
Devin Futrell,BOS,"A,A+",22,3,5,1.87,17,17,0,0,0,0,,62.2,252,53,21,14,2,1,0,40,5.74,2.01,2.86,0.29,15.9,5.6,10.3,1.07,0.263,3.41,3.89,48.9,32.4,10.5,sa3031801
Luke Gabrysh,PHI,"A,A+",22,7,4,3.33,21,19,0,0,0,0,,78.1,318,66,30,32,1,3,2,59,6.78,3.68,1.84,0.69,18.6,10.1,8.5,1.25,0.273,4.27,3.99,56.2,25.2,11.5,sa3031808
Marty Gair,PHI,A,21,0,0,4.33,24,0,0,0,0,0,,27,129,20,15,34,1,5,0,40,13.33,11.33,1.18,0.67,31.0,26.4,4.7,2.00,0.346,5.44,5.06,44.2,28.8,14.5,sa3031829
Andres Galan,TBR,"A,A+,CPX",21,6,4,2.90,19,16,0,0,0,0,,99.1,405,85,35,34,1,1,2,77,6.98,3.08,2.26,0.45,19.0,8.4,10.6,1.20,0.278,3.72,3.88,39.0,34.1,13.9,sa3031833
Ryan Gallagher,CHC,"A+,AA",22,8,7,4.07,24,24,0,0,0,0,,121.2,509,117,64,30,3,11,1,133,9.84,2.22,4.43,1.26,26.1,5.9,20.2,1.21,0.307,3.84,3.34,32.3,44.2,15.7,sa3031857
Davian Garcia,WSN,"A,A+",21,5,6,3.47,22,20,0,0,0,1,,96,412,76,41,58,7,3,4,87,8.16,5.44,1.50,0.84,21.1,14.1,7.0,1.40,0.267,4.96,4.85,34.5,46.5,10.7,sa3031927
Sam Garcia,MIL,"A,A+",23,6,11,4.37,25,15,0,0,1,0,,101,438,91,59,48,3,7,1,107,9.53,4.28,2.23,1.34,24.4,11.0,13.5,1.38,0.287,4.79,4.03,35.2,46.5,13.9,sa3031950
Joey Gartrell,BOS,"A,CPX",21,3,4,6.20,17,7,0,0,0,0,,40.2,193,35,30,32,7,1,0,42,9.30,7.08,1.31,0.44,21.8,16.6,5.2,1.65,0.300,5.02,5.03,43.1,30.3,10.7,sa3032013
Will Gervase,LAA,"A,CPX",23,2,3,8.86,24,0,0,0,0,1,,21.1,120,17,25,40,4,9,0,22,9.28,16.88,0.55,0.00,18.3,33.3,-15.0,2.67,0.315,8.25,8.66,63.5,19.2,9.6,sa3032155
Austin Gordon,LAA,A+,22,4,5,5.44,21,21,0,0,0,0,,84.1,375,88,54,27,6,2,1,95,10.14,2.88,3.52,1.28,25.3,7.2,18.1,1.36,0.323,4.22,4.32,32.5,48.1,11.4,sa3032478
R.J. Gordon,NYM,"A+,AA",23,11,3,3.36,26,21,0,0,0,0,,128.2,539,113,62,46,3,7,0,147,10.28,3.22,3.20,1.05,27.3,8.5,18.7,1.24,0.299,3.72,3.30,36.2,38.0,14.1,sa3032485
Evan Gray,SFG,A,24,7,4,4.53,37,0,0,0,4,4,,47.2,226,45,30,29,10,10,1,59,11.14,5.48,2.03,0.19,26.1,12.8,13.3,1.55,0.346,4.25,4.58,48.8,26.4,12.8,sa3032609
David Hagaman,TEX,"A,A+,CPX",22,1,1,2.98,13,13,0,0,0,0,,42.1,163,26,17,10,3,3,1,55,11.69,2.13,5.50,0.64,33.7,6.1,27.6,0.85,0.250,2.91,2.95,41.9,38.7,18.4,sa3032946
Jakob Hall,MIN,A,22,3,1,6.83,28,3,0,0,0,1,,54,247,62,44,22,5,6,1,45,7.50,3.67,2.05,0.83,18.2,8.9,9.3,1.56,0.335,4.58,4.55,41.1,34.3,9.7,sa3033030
Blake Hammond,OAK,A,21,1,3,7.85,28,3,0,0,0,0,,47,233,61,43,30,3,16,0,63,12.06,5.74,2.10,0.96,27.0,12.9,14.2,1.94,0.424,4.81,4.26,40.2,34.1,15.0,sa3033097
Tyler Hampu,COL,A,22,2,1,2.61,43,0,0,0,10,3,,48.1,202,32,15,25,5,4,1,56,10.43,4.66,2.24,0.74,27.7,12.4,15.3,1.18,0.250,4.62,4.54,39.1,47.8,12.7,sa3033115
Ben Hansen,BOS,A,23,1,7,6.23,18,15,0,0,0,0,,60.2,278,78,49,28,6,1,0,47,6.97,4.15,1.68,0.59,16.9,10.1,6.8,1.75,0.383,4.56,4.30,50.0,23.4,10.7,sa3033152
Griffin Herring,COL,"A,A+",22,8,4,1.89,23,23,0,0,0,0,,119.1,474,70,29,49,4,6,1,149,11.24,3.70,3.04,0.30,31.4,10.3,21.1,1.00,0.246,2.74,3.14,46.6,32.6,14.7,sa3033707
Ben Hess,NYY,"A+,AA",22,7,4,3.22,22,22,1,0,0,0,,103.1,421,65,43,46,4,8,0,139,12.11,4.01,3.02,0.26,33.0,10.9,22.1,1.07,0.271,2.50,2.94,41.3,33.0,13.6,sa3033725
Camron Hill,PHI,"A,CPX",22,0,1,4.15,8,7,0,0,0,0,,21.2,109,19,11,23,3,1,1,27,11.22,9.55,1.17,0.00,24.8,21.1,3.7,1.94,0.339,4.66,5.70,30.2,43.4,10.2,sa3033811
John Holobetz,MIL,"A,A+,AA",22,8,4,3.03,23,19,0,0,0,0,,124.2,499,112,49,20,2,4,3,120,8.66,1.44,6.00,0.72,24.0,4.0,20.0,1.06,0.294,3.04,3.03,41.8,35.2,11.6,sa3034016
Garrett Horn,TEX,"A,A+,CPX",22,0,5,3.27,14,14,0,0,0,0,,41.1,169,30,18,20,2,1,3,55,11.98,4.35,2.75,0.44,32.5,11.8,20.7,1.21,0.311,3.21,3.33,37.4,37.4,16.4,sa3034093
Dylan Howard,HOU,"A,A+,CPX",22,3,2,3.03,15,12,0,0,2,0,,59.1,245,51,22,20,4,2,1,60,9.10,3.03,3.00,0.30,24.5,8.2,16.3,1.20,0.308,3.13,3.41,48.1,28.8,10.8,sa3034164
Riley Huge,OAK,A,23,2,4,5.24,43,0,0,0,7,4,,55,242,40,35,37,5,10,2,77,12.60,6.05,2.08,0.82,31.8,15.3,16.5,1.40,0.297,4.68,4.22,48.3,39.7,17.6,sa3034253
Gus Hughes,NYY,A,23,4,3,3.80,35,0,0,0,1,2,,45,196,38,26,20,7,6,0,42,8.40,4.00,2.10,0.80,21.4,10.2,11.2,1.29,0.276,4.64,4.67,38.2,41.5,12.9,sa3034262
Fisher Jameson,COL,A,22,6,4,2.81,39,7,0,0,1,1,,99.1,408,95,43,22,1,12,0,93,8.43,1.99,4.23,0.45,22.8,5.4,17.4,1.18,0.314,3.48,3.55,52.1,29.4,13.9,sa3034551
Luke Jewett,COL,"A,CPX",22,1,2,4.76,35,0,0,0,0,3,,45.1,208,47,30,22,3,5,1,38,7.54,4.37,1.73,0.60,18.3,10.6,7.7,1.52,0.310,4.86,4.92,43.4,35.3,10.3,sa3034688
Lebarron Johnson Jr.,COL,"A,A+",23,3,6,4.12,16,16,0,0,0,0,,78.2,347,64,37,51,4,9,1,81,9.27,5.83,1.59,0.57,23.3,14.7,8.6,1.46,0.286,4.62,4.81,43.0,34.8,10.9,sa3034782
Luke Johnson,WSN,"A,CPX",23,5,4,3.34,22,10,0,0,0,1,,70,287,67,30,22,6,1,3,60,7.71,2.83,2.73,0.26,20.9,7.7,13.2,1.27,0.330,3.43,3.76,44.9,30.8,12.7,sa3034784
Eli Jones,MIN,A,22,2,10,5.13,23,18,0,0,0,0,,100,447,102,65,40,10,13,1,84,7.56,3.60,2.10,0.18,18.8,8.9,9.8,1.42,0.322,3.63,3.93,57.4,17.8,10.0,sa3034868
Tanner Jones,KCR,A,22,2,3,4.02,9,7,0,0,0,0,,40.1,170,42,22,10,1,2,0,34,7.59,2.23,3.40,0.67,20.0,5.9,14.1,1.29,0.320,3.67,3.46,44.3,31.1,11.5,sa3034912
Gage Jump,OAK,"A+,AA",22,9,7,3.28,26,24,1,1,0,0,,112.2,461,90,50,34,5,10,2,131,10.46,2.72,3.85,0.56,28.4,7.4,21.0,1.10,0.292,2.96,3.16,41.8,33.3,12.9,sa3034986
Janzen Keisel,TBR,"A,CPX",22,2,5,5.94,20,10,0,0,1,0,,53,256,45,42,46,10,8,1,44,7.47,7.81,0.96,0.34,17.2,18.0,-0.8,1.72,0.279,5.57,5.82,42.7,34.3,9.5,sa3035165
Jackson Kent,WSN,"A+,AA",22,7,10,4.61,24,24,0,0,0,0,,123,509,112,67,38,5,6,4,132,9.66,2.78,3.47,1.02,25.9,7.5,18.5,1.22,0.306,3.75,3.30,38.7,35.9,14.1,sa3035282
Brady Kirtner,NYY,"A,A+",23,4,2,2.70,35,0,0,0,4,1,,46.2,196,32,15,21,3,5,3,52,10.03,4.05,2.48,0.39,26.5,10.7,15.8,1.14,0.254,3.40,3.55,49.1,26.7,11.2,sa3035459
